# CSV-File created with merge-csv.com
# -----------------------------------------------------------

Date,Country,Location,Perpetrator,Victim_Description,Victim_Age_Group,Victim_Count_Raw,Children_Involved_Context,Incident_Type,Source,Remarks
13-Sep-21 (Reported),Sudan,"Zamzam camp",Gunmen,Women/Girls (inc 13yo),Mixed,17,Yes (13yo victim),Gang-rape/Rape,Radio Dabanga,"17 cases of rape reported, including gang-rape of 13-year-old girl."
04-Sep-21,Uganda,"Nakaloke town",Gunmen,Teacher (Female),Adult,1,No/Unspecified,Attempted Rape,Daily Monitor,"Gunmen attempted to rape teacher during school attack."
08-Sep-21,Uganda,"Hoima city",Armed group,Woman,Adult,1,No/Unspecified,Rape/Kill/Kidnap,ACLED,"Woman kidnapped, raped and killed."
21-Sep-21,Zambia,"Chilenje township",UPND members,Woman,Adult,1,No/Unspecified,Sexual Violence (Strip),ACLED,"Woman stripped of clothes."
13-Sep-21,Indonesia,"Kiwirok district, Papua",TPNBP members,Nurses,Adult,3,No/Unspecified,Sexual Violence (Strip),ACLED,"Three nurses forced to strip naked during clinic attack."
26-Sep-21,Myanmar,"Mindat town",Junta soldiers,Girl (16yo) and Health worker,Mixed,2,Yes (16yo victim),Attempted Rape,Twitter,"Soldiers attempted to rape 16-year-old girl and health worker."
07-Sep-21 (Reported),Syria,"General",Intelligence officers,Returnees (Women/Children),Mixed,14 (5 women 1 boy 1 girl),Yes (Boy & Girl victims),Rape/Sexual Violence,Amnesty,"14 cases including rape of 5 women, 13yo boy, and 5yo girl."
07-Sep-21 (Reported),Syria,"Lebanon Border",Security officer,Woman and Daughter (5yo),Mixed,2,Yes (5yo victim),Rape,Amnesty,"Woman and 5-year-old daughter raped by security officer."
07-Sep-21 (Reported),Syria,"Lebanon Border",Intelligence officers,Woman and Daughter (25yo),Adult,2,No/Unspecified,Sexual Assault,Amnesty,"Daughter (25) sexually assaulted in front of mother."
07-Sep-21 (Reported),Syria,"Unspecified",Security members,Returnees,Adult,5,No/Unspecified,Sexual Violence (Genitals),Amnesty,"Five returnees beaten on genitals or stripped."11/02/2020,Burkina Faso,"Bourzanga town, Bam province",Suspected ISGS militants,Wives of religious leader,Adult,3,No/Unspecified,Sexual Assault,ACLED,"Militants attacked the residence of a religious leader; as he was absent, they sexually assaulted his three wives and seized mobile phones. [cite: 404", 405]
17/02/2020,DRC,"Ngendo village, Uvira territory",Unspecified,Unspecified person,Unknown,1 (Unspecified),No/Unspecified,Sexual Violence,La Prunelle,APEVOV reported an incident of sexual violence against an unspecified person. [cite: 407],
18/02/2020,DRC,"Ruzizi plain, Uvira territory",Armed group (Burundi dialect),Woman,Adult,1,No/Unspecified,Rape,La Prunelle,A woman was raped by a group of four people who were armed and speaking a dialect from Burundi. [cite: 409],
17/02/2020,South Sudan,"Amica village, Magwi county",Men in military uniforms,Woman (38-year-old),Adult,1,No/Unspecified,Rape/Assault,Radio Tamazuj,Four men in military uniforms beat and raped a 38-year-old as she gathered firewood. [cite: 412],
05/02/2020,Sudan,"Reigel Mour area, West Darfur",Herder,Girl (13-year-old),Child/Minor,1,Yes (Victim),Rape,Radio Dabanga,Girl was raped by a herder while she was looking after her family's goats. [cite: 415],
07/02/2020,Sudan,"Kass IDP camp, South Darfur",Armed men on camels,Primary school student,Child/Minor,1,Yes (Brothers beaten),Gang-rape,Radio Dabanga,Four armed men gang-raped a student gathering firewood. Her three brothers were bound and beaten. [cite: 417, 418]
09/02/2020,Sudan,"Krinding IDP camp, West Darfur",Unidentified perpetrators,Girls (aged 14-17),Child/Minor,3,Yes (Victims),Rape,Darfur24,Three girls were raped inside the camp; they were transferred to Al-Geneina teaching hospital. [cite: 419],
20/02/2020,Sudan,"Near Nierteti, Central Darfur",Paramilitary Border Guards,Girl (8-year-old),Child/Minor,1,Yes (Victim),Rape/Assault,Radio Dabanga,Member of Border Guards raped and beat an 8-year old grazing cows. Perpetrator handed to police. [cite: 421],
20/02/2020,Sri Lanka,"Kandaketiya, Badulla district",Army soldier,Girl (15-year-old),Child/Minor,1,Yes (Victim),Sexual Assault,ACLED,Girl was sexually assaulted by an army soldier who was later arrested. [cite: 442],
04/02/2020,Mexico,"Monterrey, Nuevo Leon",Police officer,Girl,Child/Minor,1,Yes (Victim),Rape,ACLED,A girl was raped by a police officer who was later arrested. [cite: 446],
09/02/2020,Mexico,"Santa Maria Texcalac, Tlaxcala",Police officers,Woman,Adult,1,No/Unspecified,Sexual Assault,ACLED,Woman allegedly forced into a patrol car and sexually assaulted by three police officers. [cite: 448],
28/03/2020,Burundi,"Butaganzwa village, Ruyigi",Imbonerakure,Woman (CNL member),Adult,1,Yes (Son injured),Rape,Radio Publique Africaine,Female opposition member raped in her home; husband beaten and her son injured in the attack. [cite: 166, 167]
25/03/2020,DRC,"Mabuki village, Tanganyika",Twa ethnic militiamen,Women,Adult,2,No/Unspecified,Rape/Kidnap,ACLED,Two women were kidnapped and raped; later released after ransom paid. [cite: 169],
05/03/2020,Nigeria,"Mbanyiar, Benue state",Suspected Fulani militia,Wife and in-laws,Adult,3,No/Unspecified,Rape,PunchNG,"Militia attacked village head's house, raped his wife and two in-laws, and destroyed crops. [cite: 172]",
25/03/2020,South Sudan,"Moya village, Yei area",South Sudanese soldiers,Woman and daughter (11yo),Mixed (Adult & Child),2,Yes (Daughter victim),Rape,Sudan Tribune,Soldiers accused of raping a woman and her 11-year-old daughter during attempt to arrest husband. [cite: 175],
09/03/2020,Sudan,"Kalamakeri area, Central Darfur",Armed militiamen,Female IDP (17-year-old),Child/Minor,1,Yes (Victim),Gang-rape,Radio Dabanga,Seven armed militiamen shot and gang-raped a 17-year-old female IDP. [cite: 178],
16/03/2020,Uganda,"Giragira village, Amuru",Mob from Guruguru village,Woman,Adult,At least 1,No/Unspecified,Gang-rape,ACLED,"Attackers gang-raped at least one woman, abducted residents, and looted property. [cite: 181]",
04/03/2020,Yemen,"Bayzaj IDP camp, Hadhramaut",Suspected Security Belt,IDP Boy (8-year-old),Child/Minor,1,Yes (Victim),Gang-rape,ACLED,8-year-old IDP boy was gang-raped by suspected Security Belt members. [cite: 185],
31/03/2020,Yemen,"Dar Sad district, Aden",Suspected Security Belt,Women,Adult,Unspecified number,No/Unspecified,Rape,ACLED,"Armed men stormed IDP compound, raped women and arrested men. [cite: 187", 188]
30/03/2020,Venezuela,"Chacaito area, Caracas",Special Action Forces,Woman,Adult,1,No/Unspecified,Sexual Assault (Threat/Strip),Explica,"Woman detained, beaten, stripped and threatened with sexual assault. [cite: 191", 192]
20/04/2020,DRC,"Near Kitswamba village, Beni",Suspected FARDC soldiers,Girl,Child/Minor,1,Yes (Victim),Rape,Fizi Media TV,Two suspected soldiers raped a girl and shot/injured a woman in fields near the village. [cite: 324],
02/04/2020,Kenya,"Yatta town, Machakos",Police officer,Woman,Adult,1,No/Unspecified,Rape,Kenya Standard,Police officer raped a woman arrested for theft inside his house at the police station. [cite: 327],
24/04/2020,Kenya,Kakuma Refugee Camp,Refugee men,Lesbian Ugandan refugee,Adult,1,No/Unspecified,Rape/Assault,Pink News,"Lesbian refugee dragged to shelter, beaten and raped by eight men due to sexual orientation. [cite: 329]",
03/04/2020,Nigeria,"Umulungbe town, Enugu",Suspected Fulani militia,Woman,Adult,1,No/Unspecified,Rape,ACLED,Suspected Fulani militia raped a woman. [cite: 332],
03/04/2020,Rwanda,"Kigali, Nyarugenge district",Soldiers,Girls,Child/Minor,Unknown number,Yes (Victims),Rape,Rwanda News Agency,Three soldiers raped an unknown number of girls at Bannyahe School during lockdown. [cite: 334],
19/04/2020,South Sudan,"Mvolo county, Western Equatoria",Pastoralists,Young girl,Child/Minor,1,Yes (Victim),Rape,Radio Tamazuj,Girl raped by group of pastoralists while collecting firewood. [cite: 337],
Mar-Apr 2020,South Sudan,"Yei county, Central Equatoria",Men in military uniform,Women,Adult,19,No/Unspecified,Gang-rape,Eye Radio,19 women gang-raped by men in military uniform carrying firearms. [cite: 339],
24/04/2020,South Sudan,Rejaf community,Police trainees,Women (Colleagues),Adult,Unspecified number,No/Unspecified,Rape,Eye Radio,Unspecified number of women at Police Training Centre reported rape by colleagues. [cite: 341],
30/04/2020,Sudan,"Near Um Dereisaya, North Darfur",Unidentified gunmen,Girl (12-year-old),Child/Minor,1,Yes (Victim),Rape,Radio Dabanga,Girl raped by gunmen who attacked her and two other female IDPs gathering firewood. [cite: 345],
04/04/2020,Uganda,Mubende district,Militia (business backed),Woman,Adult,At least 1,No/Unspecified,Gang-rape,PML Daily,"Militia attacked villages; at least one woman gang-raped, property destroyed. [cite: 362", 363]
03/05/2020,DRC,"Kamonyi village, Uvira",FARDC soldier,Woman (35-year-old),Adult,1,No/Unspecified,Rape,Kivu Security,Woman raped by FARDC soldier who also stole money and killed livestock. [cite: 682],
15/05/2020,DRC,"Kalehe territory, South Kivu",Raia Mutomboki Hamakombo,Woman (43-year-old),Adult,1,No/Unspecified,Rape/Abduction,Kivu Security Tracker,Woman abducted and raped by militia members who accused her of witchcraft. [cite: 684],
08/05/2020,Nigeria,"Near Okpanan town, Delta",Local militia,Women,Adult,Women (plural),No/Unspecified,Rape,ACLED,"Militia attacked Fulani settlement, raped women and destroyed property. [cite: 687]",
29/05/2020,South Sudan,"Jebel neighbourhood, Juba",Men (some in uniform),Women,Adult,2,No/Unspecified,Gang-rape,Eye Radio,Two young women held at gunpoint and gang-raped by six men (three in military uniform). [cite: 690],
09/05/2020,Uganda,"Kyeigombe village, Bushenyi",UPDF soldiers,Woman,Adult,1,No/Unspecified,Gang-rape,ACLED/PML Daily,Woman gang-raped and civilian killed by soldiers enforcing COVID-19 lockdown. [cite: 693],
08/06/2020,DRC,"Bushenge village, Rutshuru",FDLR-FOCA rebels,Woman,Adult,1,No/Unspecified,Attempted Rape,Kivu Security Tracker,Rebels reportedly killed one of their members who was attempting to rape a woman. [cite: 90],
13/06/2020,DRC,"Badengaido town, Ituri",FARDC soldier,Women,Adult,2,No/Unspecified,Rape,ACLED/Election-Net,Soldier abducted/robbed 13 civilians and raped two women. [cite: 92],
23/06/2020,DRC,"Kasiki/Mukeberwa, Lubero",Mai-Mai FPP commander,Women,Adult,2,No/Unspecified,Rape,Kivu Security Tracker,Commander known as Kabido reportedly raped two women. [cite: 94],
05/06/2020,Mali,"Sondogo village, Mopti",Unidentified militants,Girl (14-year-old),Child/Minor,1,Yes (Victim),Gang-rape/Abduction,Twitter,Militants abducted and gang-raped a 14-year-old girl in a forest. [cite: 97],
09/06/2020,Mali,"Hore-Wendou village, Mopti",Suspected militants,Woman,Adult,1,No/Unspecified,Gang-rape,Twitter,"Militants assaulted woman for not being fully covered, then gang-raped her. [cite: 99]",
12/06/2020,Rwanda,"Rugarama village, Bugesera",Soldiers,Women,Adult,Unspecified number,No/Unspecified,Rape,ACLED,Two soldiers attacked civilians and raped an unspecified number of women. [cite: 102],
06/06/2020,South Sudan,"Laso Payam, Yei River",SSPDF soldiers,Girl (14-year-old),Child/Minor,1,Yes (Victim),Gang-rape,Radio Miraya,Three SSPDF soldiers gang-raped a 14-year-old girl. [cite: 105],
12/06/2020,Sudan,"Tairo village, Central Darfur",SLA Factions (Fighting),Woman and daughters,Mixed (Adult & Child),5,Yes (Daughters involved),Rape,UNAMID,Woman and four of her daughters were raped during fighting between SLA factions. [cite: 108],
22/06/2020,Sudan,"El Fashir city, North Darfur",Militiamen/Security forces,Displaced women/girls,Mixed (Adult & Child),Increasing number,Yes (Girls involved),Rape,Dabanga Sudan,Increasing number of militiamen raping displaced women and girls leaving camp for work. [cite: 110],
01/06/2020,Ukraine,"Horlivka, Donetsk",Donetsk People's Republic rebel,Woman,Adult,1,No/Unspecified,Rape/Murder,ACLED,Rebel forces member raped and killed a woman. [cite: 127],
22/06/2020,Colombia (Reported as Puerto Rico),"Pueblo Rico, Risaralda",Soldiers,Indigenous Girl (12-year-old),Child/Minor,1,Yes (Victim),Rape,ACLED,Seven soldiers raped a 12-year-old Embera Indigenous girl. [cite: 130],
09/07/2020,Burundi,Bujumbura city,Unidentified armed group,Female Lawyer,Adult,1,No/Unspecified,Rape/Abduction,ACLED,Armed group abducted and raped a female lawyer. [cite: 250],
07/07/2020,Burundi,"Gakoni city, Muyinga",Govt administrators,Girl (14-year-old),Child/Minor,1,Yes (Victim),Rape,ACLED,Communal or provincial government administrators attacked and raped a 14-year-old girl. [cite: 252],
02/07/2020,DRC,"Karagba/Kakwa, Ituri",South Sudanese military,Women,Adult,5,No/Unspecified,Sexual Assault,ACLED,Five women sexually assaulted by South Sudanese military forces; houses burned. [cite: 255],
06/07/2020,DRC,"Walikale territory, North Kivu",CMC militants,Women,Adult,3,No/Unspecified,Rape,Kivu Security,Militants raped three women and killed two men in attack on Matenge village. [cite: 257],
16/07/2020,DRC,"Biakato city, Ituri",FARDC soldiers,Girl (15-year-old),Child/Minor,1,Yes (Victim),Rape,ACLED,Two FARDC soldiers raped a 15-year-old girl after breaking into her home. [cite: 259],
16/07/2020,DRC,"Gombaniro village, Uvira",Armed men,Women,Adult,2,No/Unspecified,Rape/Kidnap,Kivu Security,Armed men kidnapped and raped two women in their field. [cite: 261],
18/07/2020,DRC,"Ukareba village, Ituri",CODECO militiamen,Women,Adult,7,No/Unspecified,Rape,ACLED,Militiamen raped seven women during an attack on the village. [cite: 263],
11/07/2020,South Sudan,"Amethdual village, Lakes",SSPDF soldiers,Women and Girl (10yo),Mixed (Adult & Child),3,Yes (10yo victim),Rape,ACLED,Seven soldiers raped two women and a 10-year-old girl. [cite: 266],
19/07/2020,South Sudan,"Yida Refugee camp, Unity",Unspecified,Refugees,Unknown,Frequency reported,No/Unspecified,Sexual Violence,Dabanga Sudan,Sexual violence including rape reported as occurring frequently inside refugee camp. [cite: 268],
01/07/2020,Sudan,"Nyala city, South Darfur",Men in army uniforms,Woman,Adult,1,No/Unspecified,Rape,ACLED,Woman raped by three men in army uniforms (suspected SAF). [cite: 271],
17/07/2020,Sudan,"Kutum locality, North Darfur",Militiamen,Female IDPs,Adult,2,No/Unspecified,Rape,ACLED,Two female IDPs raped by militiamen north-east of Kassab IDP Camp. [cite: 273],
02/07/2020,Myanmar,"Rathedaung, Rakhine",Myanmar soldiers,Woman (Ethnic Rakhine),Adult,1,No/Unspecified,Rape,Radio Free Asia,Ethnic Rakhine woman raped by three uniformed Myanmar soldiers. [cite: 291],
13/07/2020,Iraq,"Mosul, Ninewa",PMF members,Girl,Child/Minor,1,Yes (Victim),Rape/Abduction,ACLED,Two PMF members assigned to MP protection detail abducted and raped a girl. [cite: 295],
21/07/2020,Yemen,"Hays district, Al Hudaydah",National Resistance fighter,Girl (7-year-old),Child/Minor,1,Yes (Victim),Rape,ACLED,National Resistance fighter raped a 7-year-old girl. [cite: 298],
20/07/2020,Colombia,"Pueblo Rico, Risaralda",Soldiers,Indigenous girl (13-year-old),Child/Minor,1,Yes (Victim),Gang-rape,Colombia Reports,13-year-old indigenous girl gang-raped by seven Colombian soldiers. [cite: 300],
16/08/2020,DRC,"Mwaba village, Uvira",FNL Nzabampema,Girl (16-year-old),Child/Minor,1,Yes (Victim),Rape,ACLED,FNL Nzabampema armed men raped a 16-year-old girl. [cite: 754],
24/08/2020,DRC,"Mongbwalu town, Ituri",Unidentified armed men,Girls (13/15/20yo),Mixed (Adult & Child),3,Yes (Victims),Rape,ACLED,"Men armed with firearms/machetes raped three girls from same family (aged 13, 15, 20). [cite: 756]",
30/08/2020,DRC,"Rungu, Haut-Uele",Armed men,Student (Girl),Child/Minor,At least 1,Yes (Victim/School),Rape,Macau Business News,Armed men broke into school during exams and raped at least one girl. [cite: 758],
31/08/2020,DRC,"Mwenga territory, South Kivu",Ngumino/Twiganeho/Makanika,Girl,Child/Minor,1,Yes (Victim),Rape,Kivu Security Tracker,Girl raped during attack on FARDC positions. [cite: 760],
14/08/2020,Mali,"Docoumbo village, Mopti",Dana Ambassagou militia,Wives of members,Adult,2,No/Unspecified,Sexual Violence (Strip/Beat),ACLED,Militiamen abducted/stripped/beat two wives of members on request of husbands. [cite: 763],
15/08/2020,Mozambique,Cabo Delgado,Soldiers,Woman,Adult,1,No/Unspecified,Rape,Cabo Ligado Weekly,Woman raped by seven soldiers while on her way home. [cite: 766],
15/08/2020,Mozambique,"Macomia, Cabo Delgado",Security forces,Woman,Adult,1,No/Unspecified,Rape,Cabo Ligado Weekly,Woman raped by security forces in a bar. [cite: 768],
08/08/2020,South Sudan,"Romich town, Warrap",Soldiers,Women,Adult,Several (1 gang-raped),No/Unspecified,Rape/Assault,ACLED,Soldiers sexually assaulted several women; one gang-raped by 10 soldiers. [cite: 771, 772]
04/08/2020,South Sudan,"Mundri area, Western Equatoria",Armed men (some uniform),Female teenagers,Child/Minor,2,Yes (Victims),Rape,Juba Monitor,Eight armed men looted house and raped two female teenagers at gunpoint. [cite: 773],
19/08/2020,Sudan,"Khartoum Jadeed, North Darfur",Armed pastoralists,Female farmer,Adult,1,No/Unspecified,Attempted Rape/Beat,Market Watch,Four armed pastoralists severely beat and attempted to rape a female farmer. [cite: 776],
01/08/2020,Eswatini (Swaziland),"Murray IDP Camp, Manzini",Police officer,Woman,Adult,1,No/Unspecified,Sexual Assault (Strip),The World News,Woman stripped half-naked and insulted by police officer during COVID crackdown. [cite: 791],
01/08/2020,Zimbabwe,Harare,Soldiers and Police,MDC member (female),Adult,1,No/Unspecified,Sexual Assault,ACLED,MDC member sexually assaulted during arrest over anti-govt demonstration. [cite: 794],
08/08/2020,Zimbabwe,Bulawayo,Military forces,Woman (Niece of activist),Adult,1,No/Unspecified,Sexual Torture/Abduction,Pindula News,Military abducted and sexually tortured niece of political activist. [cite: 797],
02/08/2020,India,"Bari Brahmana, Jammu & Kashmir",Police officer,Woman,Adult,1,No/Unspecified,Sexual Assault,ACLED,Woman sexually assaulted by a police officer. [cite: 801],
24/08/2020,Syria,"Khan Shaykhun, Idlib",Pro-regime militiamen,Wife and daughters,Mixed (Adult & Child),4,Yes (Daughters involved),Gang-rape,SOHR,Militiamen stormed farm and gang-raped farmer's wife and three daughters. [cite: 805],
27/08/2020,Yemen,"Maqbanah district, Taizz",Houthi security forces,Boy (12-year-old),Child/Minor,1,Yes (Victim),Rape,ACLED,Boy raped as punishment for disobeying grandfather. [cite: 808],
27/08/2020,Yemen,"Maqbanah district, Taizz",Houthi supervisor,Girl (7-year-old),Child/Minor,1,Yes (Victim),Rape,ACLED,Girl in grandmother's custody raped by Houthi supervisor. [cite: 809],
24/08/2020,Brazil,"Copacabana, Rio de Janeiro",Military Police officer,Woman,Adult,1,No/Unspecified,Rape,ACLED,Woman raped inside her home by officer collecting report details. [cite: 812],
09/10/2020,Burundi,"Kivoga hill, Rutana",Imbonerakure,Girls (Students),Child/Minor,4,Yes (Victims),Rape,Radio Publique Africaine,Imbonerakure raped four young girls; later arrested. [cite: 6],
